salt,solvent,concentration,solv_per_ion_pair
[Na+].[O-]Cl(=O)(=O)=O,CCC1CC(C)C(C)(C)C1(C)C,0.3,19.38
[Na+].[O-]Cl(=O)(=O)=O,CCCC1CC2(CCCCC2)CO1,0.7,7.44
[Na+].[O-]Cl(=O)(=O)=O,CCCCCCCCC(C)PC,0.83,6.02
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)CCCCCCC(=O)C(C)=O,0.97,4.84
[Na+].[O-]Cl(=O)(=O)=O,CC1C2C3CC(C)C45C(CC2C34)CC15,1.1,4.45
[Na+].[O-]Cl(=O)(=O)=O,CCC1(C)CC(=O)CCC1(C)C,0.57,10.0
[Na+].[O-]Cl(=O)(=O)=O,CCOC(=O)OCCCS(C)=O,1.06,4.49
[Na+].[O-]Cl(=O)(=O)=O,CCCC12CC(C)C1CC(=O)O2,1.06,5.18
[Na+].[O-]Cl(=O)(=O)=O,CC1C2C(C)(C)C3CC3(C)C12C,1.23,4.51
[Na+].[O-]Cl(=O)(=O)=O,CCOC(=O)OCOCC(C)Cl,0.92,5.16
[Na+].[O-]Cl(=O)(=O)=O,CCCC(=O)C(=O)OC,1.28,5.45
[Na+].[O-]Cl(=O)(=O)=O,CCN(C)CC1(CC(C)C)CCC1,0.57,9.18
[Na+].[O-]Cl(=O)(=O)=O,CC(=O)C(C)C1CC(C)C(C)C1,1.14,4.78
[Na+].[O-]Cl(=O)(=O)=O,CCCCC(=O)CCC(C)(C)C#N,0.34,15.83
[Na+].[O-]Cl(=O)(=O)=O,CC(C)(C)CC1CCS1(=O)=O,0.39,14.14
[Na+].[O-]Cl(=O)(=O)=O,CCCOC(=O)OCOC,1.37,4.44
[Na+].[O-]Cl(=O)(=O)=O,CC1CCCC2CC1COC(C)(C)C2,0.88,5.42
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC12CC(CN(C)CC1C)C1CC12,0.61,7.96
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(CC1CCC1)C(=O)Cl,0.39,15.33
[Na+].[O-]S(=O)(=O)C(F)(F)F,COC(=O)C1CC(C)(F)CC1CF,1.14,4.04
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC(C(C)C)C1CCC(C)(C)C1C,1.1,4.11
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(Cl)CC(C)CC(C)CCF,1.5,2.9
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CC2CC3(C)CC(C1)(C2)C3,0.97,5.66
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(=O)C(=O)OC,0.48,15.23
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(F)C(C)CCCCC(C)(F)F,0.83,5.62
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC12CC3CC(C1)C2C3,0.39,20.15
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC(C)CC(C)=O,1.1,7.07
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1C2C(C)(C)C3CC3(C)C12C,1.1,4.92
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCCCC(C)(C)C(C)(C)C,1.37,3.17
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1(C)C2C3CCC4C3CC2C41C,0.7,7.53
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC1CC(C)C1C(C)CCOC,0.66,7.67
[Na+].[O-]S(=O)(=O)C(F)(F)F,C1CC2CC3C4CCC1C4C23,0.34,19.16
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(C)C(C)CCC(=O)CC#N,0.79,5.96
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC(=O)C(C)CS(=O)C(C)C,0.88,5.44
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)CC1C(C)C2CCC1(C#N)C2,1.23,3.72
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CCC2CC(C)(C1)C1CC21C,1.23,3.99
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC1(C)C2CC(C)C(C)C21,0.43,14.61
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(C)C1CCC(CCC#N)C1C,0.61,8.58
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CCC(F)C1,0.92,9.65
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)C1CC(C)CCC1C,0.7,8.61
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(=O)OSC,0.3,24.08
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC1(C)CC(=O)C12CCCC2C,1.32,3.38
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1C2CCC(C)(C)C1OC(=O)O2,1.19,4.01
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(F)C(=O)CC,0.92,7.46
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CCC(C)(CC2CC2)C1(C)C,0.66,7.84
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(=O)C1C2CC3CC(C2)CC1C3,1.32,3.68
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1C2CC3CC14CC32CC4=O,0.3,19.92
[Na+].[O-]S(=O)(=O)C(F)(F)F,CN(C)C(=O)CC1(C)CC2CC1C2,0.83,6.09
[Na+].[O-]S(=O)(=O)C(F)(F)F,COC(=O)C1(C)CCCC(=O)C1C,1.28,3.69
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(C#N)CCCC(C)(C)CC,1.46,2.99
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCP(C)CCC,0.61,11.64
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CCC(C)(C)CC1,1.1,6.4
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC1CCC1CCl,0.52,12.42
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC(=O)CCC(=O)OC(C)=O,0.43,12.92
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1=C[C@H](F)C=CO1,0.7,11.63
[Na+].[O-]S(=O)(=O)C(F)(F)F,CSC1(C)CCC(=O)C(C)C1,1.37,3.65
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCC1C(C)C1CC(C)=O,1.14,4.61
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCC(Cl)C(=O)C(C)=O,0.88,6.97
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCOC(=O)C(C)C,0.61,9.72
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC(C)C1CCC2C(C)C2(C)C1,0.43,13.38
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(C)C1OC(=O)C1C,0.61,9.85
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC1C(CC)OCC1C1(C)CC1,0.48,10.1
[Na+].[O-]S(=O)(=O)C(F)(F)F,COC(C)CC1CCCC12CCC2,0.52,9.99
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CC12CC1(CC1)C2,1.14,6.35
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCCCCC(CC)CC,0.43,14.23
[Na+].[O-]S(=O)(=O)C(F)(F)F,CCCC(=O)C(C#N)C(CC)CC,0.34,15.67
[Na+].[O-]S(=O)(=O)C(F)(F)F,CC1CC2CC(C2)C(C)C(=O)OC1C,0.97,4.74
[Na+].[N-](C#N)C#N,CCC1(C)CC1CCC(C)C(C)C#N,1.5,3.18
[Na+].[N-](C#N)C#N,CCCCC(=O)OCCC(C)C,0.61,9.21
[Na+].[N-](C#N)C#N,CCC1CCC(C)(C)C(=O)C1,1.28,4.73
[Na+].[N-](C#N)C#N,CCCCCCC(=O)CC(C)CCC,0.92,5.22
[Na+].[N-](C#N)C#N,CCC1C(COC)C2C3CC3CC12C,0.34,14.87
[Na+].[N-](C#N)C#N,CCC(CC)(CCl)C1CC1,0.39,15.63
[Na+].[N-](C#N)C#N,CCCCCC1CCCC1CCC,0.97,5.37
[Na+].[N-](C#N)C#N,CCCC(CC)(CC)CCl,0.79,7.46
[Na+].[N-](C#N)C#N,CC(C)CCCC(C)C(C)SC#N,0.3,16.46
[Na+].[N-](C#N)C#N,CC1CC2CCC(C)C(C2)C1=O,1.46,3.8
[Na+].[N-](C#N)C#N,CCC(CC)C(C)C(=O)OC(C)C,1.19,4.23
[Na+].[N-](C#N)C#N,COC(=O)C1CC(C)(F)CC1CF,0.92,5.38
[Na+].[N-](C#N)C#N,CCCCCC(CSC)C(C)C,1.5,3.26
[Na+].[N-](C#N)C#N,CC(C)(C)CC1CCS1(=O)=O,1.5,3.48
[Na+].[N-](C#N)C#N,CC(C)(C)CC1CCCCC1C#N,1.5,3.43
[Na+].[N-](C#N)C#N,CC1CC2CC(C2)C(C)C(=O)OC1C,0.61,8.08
[Na+].[N-](C#N)C#N,CCCC(C#N)CCF,1.37,5.25
[Na+].[N-](C#N)C#N,CCCCCC(C)C(=O)OCCC,0.92,5.55
[Na+].[N-](C#N)C#N,CC1CCC2(CCC(=O)O2)C1(C)C,1.19,4.32
[Na+].[N-](C#N)C#N,CCCC(C)(C)CC(=O)C(C)C(C)C,1.37,3.42
[Na+].[N-](C#N)C#N,CC1CCC2CC1(C1CC3CC1C3)C2,0.48,10.67
[Na+].[N-](C#N)C#N,CCCC(=O)CC(C)C(C)C,0.83,7.37
[Na+].[N-](C#N)C#N,COC(=O)C1CCCC(C(C)C)C1C,0.43,11.46
[Na+].[N-](C#N)C#N,C#Cc1sccc1C(C)(C)C,0.61,9.66
[Na+].[N-](C#N)C#N,CC12CCC3CCC(C1)C2COC3,0.79,6.73
[Na+].[N-](C#N)C#N,CC1CCC2CC(C)(C1)C1CC21C,1.32,3.95
[Na+].[N-](C#N)C#N,CCCCCC(=O)OC(C)CCC,1.37,3.64
[Na+].[N-](C#N)C#N,CCCC(=O)C(C)C(C)(C)C,0.74,8.31
[Na+].[N-](C#N)C#N,CC1CCC2C(C)CC(C)C2C1,0.7,8.28
[Na+].[N-](C#N)C#N,CC1(C(C#N)CCC2CC2)CCCC1,0.92,5.41
[Na+].[N-](C#N)C#N,CCCC1C(C)C1C1CC1CC,1.41,3.95
[Na+].[N-](C#N)C#N,CC1COCC2(C1)C(=O)OCC2C#N,1.5,3.15
[Na+].[N-](C#N)C#N,C1CC2CC2C(C2CC2)C1,0.57,12.49
[Na+].[N-](C#N)C#N,CC1CCC1(C)C1(C(C)C)CC1(C)C,0.52,9.62
[Na+].[N-](C#N)C#N,CC1CC12CCC1CCC3C(CC1)C32,1.14,4.33
[Na+].[N-](C#N)C#N,CCCC(CCC)CCC(C)(C)C,0.66,7.93
[Na+].[N-](C#N)C#N,CCSCC1CC1CC,0.52,12.97
[Na+].[N-](C#N)C#N,CCCCC(C)OC(=O)OCC,0.3,18.83
[Na+].[N-](C#N)C#N,CC(CCCC1CC1C)CC(C)(C)C,0.79,6.18
[Na+].[N-](C#N)C#N,CC12CC34CC5CC3C1(CC54)C2,0.74,8.11
[Na+].[N-](C#N)C#N,CCOC(=O)CC1CC1C1CCCC1,0.97,4.99
[Na+].[N-](C#N)C#N,CCCC(C)C1OC(=O)C1C,0.52,11.97
[Na+].[N-](C#N)C#N,CC(=O)OCP,1.19,7.43
[Na+].[N-](C#N)C#N,CCC12CC1OC(=O)CCCCC2C,1.14,4.2
[Na+].[N-](C#N)C#N,CCC(C)C(=O)CCC(C)(C)C(C)=O,0.83,5.81
[Na+].[N-](C#N)C#N,CCCC1CC2(CCCCC2)CO1,0.52,10.26
[Na+].[N-](C#N)C#N,CCC(C)C1CCC(CCOC)C1,0.92,5.61
[Na+].[N-](C#N)C#N,CCC(C)(C)CCC(=O)N1CCCO1,1.1,4.3
[Na+].[N-](C#N)C#N,CCCC(CCC#N)C(C)(CC)CC,0.74,6.65
[Na+].[N-](C#N)C#N,CCC1CCC2OC(=O)OC12,0.61,10.16
[Na+].[C-](C#N)(C#N)C#N,CC(CC1CCC1)C(=O)Cl,0.92,6.35
[Na+].[C-](C#N)(C#N)C#N,CC1C2CC2C1(C)CC1CCCC1,1.46,3.47
[Na+].[C-](C#N)(C#N)C#N,CCSCC1CC1CC,0.66,10.04
[Na+].[C-](C#N)(C#N)C#N,CC1CC2CCCC(C(C)C)(C1)C2=O,0.3,16.81
[Na+].[C-](C#N)(C#N)C#N,CCCC(=O)C(C)C(C)(C)C,1.23,4.78
[Na+].[C-](C#N)(C#N)C#N,CCCC1CC1(C)C(=O)C#N,0.34,19.01
[Na+].[C-](C#N)(C#N)C#N,CCC(C)CC1C(C)C(C)C1C,1.23,4.43
[Na+].[C-](C#N)(C#N)C#N,CCC(Cl)CC(C)C1CCCC1,1.19,4.1
[Na+].[C-](C#N)(C#N)C#N,CCCC1(CC)COC(=O)OC1,1.32,4.01
[Na+].[C-](C#N)(C#N)C#N,COC(=O)C1CCCC(C(C)C)C1C,0.88,5.39
[Na+].[C-](C#N)(C#N)C#N,CCC1(C)CC(=O)CCC1(C)C,1.41,3.82
[Na+].[C-](C#N)(C#N)C#N,CCP(C)CCCC(C)C,0.48,12.59
[Na+].[C-](C#N)(C#N)C#N,CCC1(F)C(C)CC(C)CC1F,0.83,6.46
[Na+].[C-](C#N)(C#N)C#N,CC(=O)C1CC2(C(C)=O)CC2C1C,0.43,12.53
[Na+].[C-](C#N)(C#N)C#N,CCC1C(OC(C)=O)OC(=O)C1C#N,1.23,3.79
[Na+].[C-](C#N)(C#N)C#N,CC(=O)C1CC(C)CCC1C,1.14,5.26
[Na+].[C-](C#N)(C#N)C#N,CC(C)CC(C)CC#N,1.28,5.71
[Na+].[C-](C#N)(C#N)C#N,CCCC(=O)C(C)C(=O)CC(C)=O,1.23,4.05
[Na+].[C-](C#N)(C#N)C#N,CCCCC1C(CC)C1(C)Cl,0.66,8.29
[Na+].[C-](C#N)(C#N)C#N,COC(=O)C(C)CC(C)CC(C)=O,0.34,15.43
[Na+].[C-](C#N)(C#N)C#N,CCCC(CCC)CC(C)CC#N,1.46,3.41
[Na+].[C-](C#N)(C#N)C#N,CSC(C#N)CC(C)(C)C,0.88,6.8
[Na+].[C-](C#N)(C#N)C#N,CC1CC(C)(C#N)C(=O)C2(C)CC12,0.39,14.09
[Na+].[C-](C#N)(C#N)C#N,CC1CC(CCC(=O)OC(C)(C)C)C1,1.41,3.24
[Na+].[C-](C#N)(C#N)C#N,CC(=O)N(OC(=O)OCF)C(C)=O,1.5,3.11
[Na+].[C-](C#N)(C#N)C#N,CCCCCCCCC(C)CCF,0.83,6.04
[Na+].[C-](C#N)(C#N)C#N,CCCC1(CC)C(COC)C1(C)C,1.23,4.05
[Na+].[C-](C#N)(C#N)C#N,CCCC1(C)CC(=O)C12CCCC2C,0.34,14.79
[Na+].[C-](C#N)(C#N)C#N,CC(C#N)C1CCC(C)C1(C)C,0.39,15.11
[Na+].[C-](C#N)(C#N)C#N,CC(C)C1CCCCCCCCCC1,0.61,8.01
[Na+].[C-](C#N)(C#N)C#N,CCCC(F)(F)CCCC#N,1.1,5.23
[Na+].[C-](C#N)(C#N)C#N,CCCP(C)CCC,0.43,17.09
[Na+].[C-](C#N)(C#N)C#N,CCCCC(SC)SSC,0.3,16.63
[Na+].[C-](C#N)(C#N)C#N,C1C2C1C1C2CC2CC21C1CC1,1.1,5.26
[Na+].[C-](C#N)(C#N)C#N,CC(C)CCC1CC1CC1CCC1C,1.23,3.84
[Na+].[C-](C#N)(C#N)C#N,C1CC(C2CC3CC4(CCC24)C3)C1,1.19,4.39
[Na+].[C-](C#N)(C#N)C#N,CCCC(CCC)C[PH](C)=O,1.28,4.06
[Na+].[C-](C#N)(C#N)C#N,COC(=O)C(C)C(C)S(=O)(=O)F,1.28,3.61
[Na+].[C-](C#N)(C#N)C#N,CC1C(=O)C(C#N)CC2CCCC21,1.01,5.21
[Na+].[C-](C#N)(C#N)C#N,CCCC12CC(C)C1CC(=O)O2,0.92,6.07
[Na+].[C-](C#N)(C#N)C#N,CCC(CC)C(=O)CS(C)(=O)=O,1.32,3.59
[Na+].[C-](C#N)(C#N)C#N,CCCC(C)C(C)(C)CCC(C)=O,0.7,7.39
[Na+].[C-](C#N)(C#N)C#N,CCC1CCCC(=O)C1Cl,0.39,15.55
[Na+].[C-](C#N)(C#N)C#N,CC1CCC1(C)C1(C(C)C)CC1(C)C,1.23,3.84
[Na+].[C-](C#N)(C#N)C#N,CC1CCC(C)(C)CC1,0.61,12.46
[Na+].[C-](C#N)(C#N)C#N,COC(=O)OCC(=O)C(=O)C(C)C,1.5,3.19
[Na+].[C-](C#N)(C#N)C#N,CC1CC2CC(C2)CC1C,0.79,8.67
[Na+].[C-](C#N)(C#N)C#N,CCCCCC(F)(F)C(C)C,1.32,4.21
[Na+].[C-](C#N)(C#N)C#N,CCCC(C#N)CC(C)CCC(C)C,0.34,14.72
[Na+].[C-](C#N)(C#N)C#N,CCOC(=O)C(CC(C)=O)C1CC1C,1.1,4.25
[Na+].[O-][N+](=O)=O,CCC(CC)OC1CC(=O)CC1CC,1.19,3.99
[Na+].[O-][N+](=O)=O,CCCCCC(F)C(=O)CN(C)C,1.5,3.26
[Na+].[O-][N+](=O)=O,CCCC1CC1(CCC)CC(C)C,1.23,4.18
[Na+].[O-][N+](=O)=O,CC1(C(=O)Cl)CCCC1CCl,0.83,5.92
[Na+].[O-][N+](=O)=O,COCC1C2C(C)C2C(C)CC1(C)C,0.66,7.46
[Na+].[O-][N+](=O)=O,CCCC1C(CC)OCC1C1(C)CC1,1.37,3.46
[Na+].[O-][N+](=O)=O,CC1CCCC2C(C1)CC(C)C2(C)C,0.61,8.18
[Na+].[O-][N+](=O)=O,CCC(C)C(OOC)C(C)C(C)C,0.88,5.77
[Na+].[O-][N+](=O)=O,CSC(Cl)(Cl)SC,1.23,4.31
[Na+].[O-][N+](=O)=O,CCCC(C)C(C)CCC(=O)CC#N,1.41,3.38
[Na+].[O-][N+](=O)=O,CCCCC(CC)CC(C)C(C)CC,1.41,3.32
[Na+].[O-][N+](=O)=O,CC1C(=O)CCC2(C#N)C(C3CC3)C12,0.39,13.28
[Na+].[O-][N+](=O)=O,CC1(C)CCCCCS(=O)(=O)C1,1.41,3.46
[Na+].[O-][N+](=O)=O,CCC(C)CC1C(C)C(C)C1C,0.43,13.52
[Na+].[O-][N+](=O)=O,CC1C2CCC(C)(C)C1OC(=O)O2,1.01,5.1
[Na+].[O-][N+](=O)=O,CC(C)CC(C)CC#N,1.46,5.07
[Na+].[O-][N+](=O)=O,CC(=O)C1CCCS(=O)(=O)C1,1.1,4.87
[Na+].[O-][N+](=O)=O,CCC1CCC(C)(C)C(=O)C1,1.46,4.12
[Na+].[O-][N+](=O)=O,CCC(C)C(=O)CCC(C)(C)C(C)=O,0.7,6.95
[Na+].[O-][N+](=O)=O,CC1CC(C)(C)C(C)(C)CC1=O,0.66,8.71
[Na+].[O-][N+](=O)=O,CC1(C(F)F)CCCC1=O,0.7,9.31
[Na+].[O-][N+](=O)=O,CC(=O)OC1(C)CCCC(C)(C)C1C,0.7,6.95
[Na+].[O-][N+](=O)=O,CC1CCC2C(C)CC(C)C2C1,1.14,4.97
[Na+].[O-][N+](=O)=O,CCC(C#N)C(C)CCC(C)C,0.83,6.9
[Na+].[O-][N+](=O)=O,CC(C)C(C1CC1)C(C)(C)C,1.19,5.12
[Na+].[O-][N+](=O)=O,CC1C2C3CC4C5CCC1(C54)C32,0.79,7.59
[Na+].[O-][N+](=O)=O,CCCC(CCC(F)F)C(=O)OC,0.66,7.54
[Na+].[O-][N+](=O)=O,CCCC(F)C(=O)CC,0.52,14.17
[Na+].[O-][N+](=O)=O,CCCCCCC(CC)C(C)(C)C,0.97,5.32
[Na+].[O-][N+](=O)=O,CCN(C)CC1(CC(C)C)CCC1,1.41,3.6
[Na+].[O-][N+](=O)=O,COC(=O)C1(C)CCCC(=O)C1C,1.37,3.69
[Na+].[O-][N+](=O)=O,CCC12COC(CC1C)CC2(C)C,0.61,8.72
[Na+].[O-][N+](=O)=O,CCCCCC(=O)OC(C)CCC,0.88,5.83
[Na+].[O-][N+](=O)=O,CCC1C2CC3CC1(CC3C#N)C2=O,1.14,4.37
[Na+].[O-][N+](=O)=O,CC(F)C(=O)C1(C)CCCO1,1.06,5.58
[Na+].[O-][N+](=O)=O,CCCC(C)N(CC)CC(=O)CC,0.34,15.6
[Na+].[O-][N+](=O)=O,CCCCCC1(C(C)C)CC1,1.01,6.09
[Na+].[O-][N+](=O)=O,CCC1CCC(CC)C1,0.34,22.9
[Na+].[O-][N+](=O)=O,CC(C)C(C)C(C)CCC(C)(C)C,0.43,12.34
[Na+].[O-][N+](=O)=O,CCCCCCC(C)CC#N,1.1,5.61
[Na+].[O-][N+](=O)=O,CC(C)(CS(=O)(=O)F)C1CC1,0.39,13.95
[Na+].[O-][N+](=O)=O,CCC(=O)N1CCCCC1Cl,0.7,7.85
[Na+].[O-][N+](=O)=O,CCCCC(C#N)CC(C)CC(C)C,1.01,4.81
[Na+].[O-][N+](=O)=O,CCCC12CC(C)C1CC(=O)O2,1.1,5.11
[Na+].[O-][N+](=O)=O,C1CC2CC2C(C2CC2)C1,0.83,8.48
[Na+].[O-][N+](=O)=O,CCCC(C)CC1(C#N)CCC(C)C1,0.39,13.0
[Na+].[O-][N+](=O)=O,COC(=O)OC(CC(C)C)N(C)C,1.28,3.86
[Na+].[O-][N+](=O)=O,CCCC(C)(C1CCC1)C1CCC1C,1.46,3.27
[Na+].[O-][N+](=O)=O,COCS(=O)(=O)C(C)(C)C,1.37,4.09
[Na+].[O-][N+](=O)=O,CCC(CCC(C)C(C)C)OC,1.19,4.59
[Na+].CC(=O)[O-],CCC(C)C(=O)CCC(C)C(C)(C)C,0.52,9.45
[Na+].CC(=O)[O-],CCC(C)CC1CC1C1CCCC1,1.14,4.6
[Na+].CC(=O)[O-],CCC(C)C(OOC)C(C)C(C)C,0.39,13.36
[Na+].CC(=O)[O-],CCCC(C(C)C)C(C)C(=O)OC,0.88,5.84
[Na+].CC(=O)[O-],CC(=O)C(C)(C)C(C)C#N,1.37,4.9
[Na+].CC(=O)[O-],CCS(=O)(=O)C1CCC1,1.14,5.59
[Na+].CC(=O)[O-],CC1CC(C)(C#N)C(=O)C2(C)CC12,1.23,4.31
[Na+].CC(=O)[O-],CC(CF)CCCF,0.39,20.6
[Na+].CC(=O)[O-],CCC(C)CCCC1C2CCC12C,0.52,10.4
[Na+].CC(=O)[O-],CCCC(C)(C)CC(=O)C(C)C(C)C,0.61,8.02
[Na+].CC(=O)[O-],CC1(C(=O)Cl)CCCC1CCl,0.66,7.52
[Na+].CC(=O)[O-],CCC1CCC(C)(C)C1C1CCCC1,0.52,9.65
[Na+].CC(=O)[O-],CCCN(CCC(C)C)C(C)C,1.5,3.61
[Na+].CC(=O)[O-],CCCC1(C)CCC(C)CC1(C)C,0.48,11.16
[Na+].CC(=O)[O-],CC(C#N)CC1CCCC1,1.14,6.04
[Na+].CC(=O)[O-],CC(=O)CC1CC1C1CC(C)C2CC21,1.01,4.9
[Na+].CC(=O)[O-],CCCC1CCC1CCl,1.06,6.1
[Na+].CC(=O)[O-],CCCC(=O)OC1CCC(CC)C1,0.57,9.26
[Na+].CC(=O)[O-],CC(C)CC(C)(C)C(C)C1CC1,0.66,8.71
[Na+].CC(=O)[O-],C1CCC23CC2C2CC2(C1)C3,1.01,6.35
[Na+].CC(=O)[O-],CC(C)(CS(=O)(=O)F)C1CC1,0.66,8.14
[Na+].CC(=O)[O-],CCC1(C)CC(=O)CCC1(C)C,1.14,4.93
[Na+].CC(=O)[O-],CCCC1C(CC)OCC1C1(C)CC1,0.34,14.73
[Na+].CC(=O)[O-],CCCC(C)(P)CC,0.39,19.03
[Na+].CC(=O)[O-],CCCCC(C)OC(=O)OCC,1.19,4.55
[Na+].CC(=O)[O-],CCC(C#N)CC(C)C1CCC(C)C1,1.06,4.63
[Na+].CC(=O)[O-],CCSCC(CC)SSC,0.34,14.73
[Na+].CC(=O)[O-],CSC1(C)CCC(=O)C(C)C1,1.41,3.84
[Na+].CC(=O)[O-],CCCC(C)C(C)(CC(C)C)C(C)C,0.3,16.56
[Na+].CC(=O)[O-],CCC1CC2C3CCC2(C1)CC1CC13,1.46,3.35
[Na+].CC(=O)[O-],CC1CC12CCC1CCC3C(CC1)C32,1.19,4.16
[Na+].CC(=O)[O-],CC(=O)CC1C(C)C2CCC1(C#N)C2,1.5,3.23
[Na+].CC(=O)[O-],CC1CCCC2CC34CCC1C23C4,1.46,3.61
[Na+].CC(=O)[O-],CCCCC(C)S(=O)(=O)Cl,0.66,7.94
[Na+].CC(=O)[O-],CCC1CCC2C3CCC3OC(=O)C12,1.23,3.94
[Na+].CC(=O)[O-],CC1(C)C2C3CCC4C3CC2C41C,0.52,10.63
[Na+].CC(=O)[O-],CC(C)C1C(C)CCCC1C#N,0.88,6.58
[Na+].CC(=O)[O-],CC(F)C(C)S(C)(C)CF,0.57,10.02
[Na+].CC(=O)[O-],CC(C)C1CC2CC(C#N)(C2)C(C)C1,0.88,5.69
[Na+].CC(=O)[O-],CCCC(C(=O)CC)C(CC)C(C)C,1.37,3.44
[Na+].CC(=O)[O-],CCC(CC)OC1CC(=O)CC1CC,0.83,5.83
[Na+].CC(=O)[O-],CCC1CC(C)C(C)(C)C1(C)C,0.39,14.95
[Na+].CC(=O)[O-],CC1C2CC3CC3C(C#N)C(C2)C1C,0.7,7.29
[Na+].CC(=O)[O-],CCP(C)CCCC(C)C,1.28,4.57
[Na+].CC(=O)[O-],CC1CCC(=O)CC(=O)C12CCCC2,0.92,5.35
[Na+].CC(=O)[O-],CCC(P)CCC(C)=O,0.97,6.72
[Na+].CC(=O)[O-],CCC(CC)C(C)C(=O)OC(C)C,0.83,6.21
[Na+].CC(=O)[O-],CCCCC(CCC)CCF,0.66,9.15
[Na+].CC(=O)[O-],CC(C)C1CCC(CCC#N)C1C,1.01,5.25
[Na+].CC(=O)[O-],CCCCCC(C)C(=O)OCCC,1.06,4.8
[Na+].[O-]C(=O)C(F)(F)F,CC(C)CCOC(=O)C(C)(C)F,0.79,6.73
[Na+].[O-]C(=O)C(F)(F)F,CCC(C)(C)CCC1C2CCSC21,0.48,10.1
[Na+].[O-]C(=O)C(F)(F)F,COC(=O)C(C)CC(C)(C)C(C)C,1.01,4.89
[Na+].[O-]C(=O)C(F)(F)F,CCCCCCC(C)CC#N,1.32,4.42
[Na+].[O-]C(=O)C(F)(F)F,CC1CC2CCC(C)C(C2)C1=O,1.46,3.64
[Na+].[O-]C(=O)C(F)(F)F,CC1CC2CCCC3CCC1C32,0.34,17.42
[Na+].[O-]C(=O)C(F)(F)F,CC1CC2C3C(C)(C)CCC23O1,0.66,8.63
[Na+].[O-]C(=O)C(F)(F)F,CCCC1(C)CC(=O)C12CCCC2C,0.88,5.44
[Na+].[O-]C(=O)C(F)(F)F,CC12CCCC1(C)C(C(=O)C#N)CC2,0.39,12.99
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(C)(CC)CCC(C)=O,1.37,3.53
[Na+].[O-]C(=O)C(F)(F)F,CC1C2C3CC4C5CCC1(C54)C32,0.43,14.01
[Na+].[O-]C(=O)C(F)(F)F,CC1CCC(C)(CC2CC2)C1(C)C,1.1,4.6
[Na+].[O-]C(=O)C(F)(F)F,CCC12CC1OC(=O)CCCCC2C,1.41,3.21
[Na+].[O-]C(=O)C(F)(F)F,CCCC1(C)CC(CC)C(=O)C1C,1.14,4.37
[Na+].[O-]C(=O)C(F)(F)F,CCCC(CC)COC(=O)OCC,1.23,3.89
[Na+].[O-]C(=O)C(F)(F)F,CC(=O)OC1CCC(OC(C)=O)C1,0.61,8.37
[Na+].[O-]C(=O)C(F)(F)F,CCCCCC1(C2CC2)CC1,1.32,4.45
